Source,Brand,Product Name,Price (INR),Product Link
Amazon,Dell,"Dell Inspiron 3535, Windows 11 Home, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/Ms Office' 21/15.6""(39.62 Cm) FHD Display/15 Month Mcafee/Carbon Black/1.67Kg Thin & Light Laptop",28990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfYXRmOjMwMDcyMzY4MDEzMDMzMjo6MDo6&url=%2FDell-Inspiron-3535-Windows-Processor%2Fdp%2FB0DG5CY2Y2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=8lmGrJDGAv&sp_cr=ZAZ
Amazon,Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",96990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfYXRmOjMwMDQ5OTQ1MzM0NzQzMjo6MDo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDDQ429%2Fref%3Dsr_1_2_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=zsKjVxuqwq&sp_cr=ZAZ
Amazon,Acer,"Acer SmartChoice Aspire Lite, AMD Ryzen 5-5625U Processor, 16 GB/512 GB, Full HD, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 kg, AL15-41, Metal Body, Thin and Light Laptop",32490,https://www.amazon.in/5-5625U-Premium-Windows-AL15-41-Display/dp/B0DG2GCTD7/ref=sr_1_3?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-3
Amazon,acer,"acer [SmartChoice Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A325-45 with 39.63 cm (15.6"") HD Display, Pure Silver, 1.5 KG",20990,https://www.amazon.in/Acer-Celeron-Processor-LPDDR4X-A325-45/dp/B0D7PTFFZH/ref=sr_1_4?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-4
Amazon,Lenovo,"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (8 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",44790,https://www.amazon.in/Lenovo-14-Intel-Core-13420H/dp/B0FRYNXJP8/ref=sr_1_5?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-5
Amazon,acer,"acer Aspire Lite, AMD Ryzen 3 5300U Processor, 16 GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Premium Thin and Light Laptop",27990,https://www.amazon.in/Acer-Premium-Windows-AL15-41-Display/dp/B0CWTYGPH8/ref=sr_1_6?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-6
Amazon,HP,"HP 15 (2025), AMD Athlon 7120U Dual Core - (8 GB/256 GB SSD/AMD Radeon Graphics/Windows 11 Home) Thin and Light Business Laptop/15.6"" HD Display/Black/1.5 kg/MS Office 2021",22790,https://www.amazon.in/HP-15-Athlon-7120U-Dual/dp/B0FKM37XT7/ref=sr_1_7?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-7
Amazon,HP,"HP 15, 13th Gen Intel Core i3-1315U (12GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0573TU, FHD Camera w/Shutter Laptop",35490,https://www.amazon.in/HP-i3-1315U-Anti-Glare-Micro-Edge-fd0573TU/dp/B0F4R3GFMQ/ref=sr_1_8?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-8
Amazon,Lenovo,"Lenovo 14 (2025), Intel Core i5 13th Gen 13420H - (24 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/Microsoft Office 2021",49000,https://www.amazon.in/Lenovo-14-Intel-Core-13420H/dp/B0FRYKK28X/ref=sr_1_9?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-9
Amazon,HP,"HP 15s, 12th Gen Intel Core i3-1215U (8GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm,FHD, Win 11, MS Office 21, Silver, 1.69kg, fy5006tu/fd0751tu/fd0752tu, UHD Graphics, HD Camera, Dual Speakers Laptop",30900,https://www.amazon.in/HP-i3-1215U-Anti-Glare-15-6inch-Graphics/dp/B0CJBL2QWY/ref=sr_1_10?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-10
Amazon,Dell,"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",49990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfbXRmOjMwMDI3ODQwODY1MjIzMjo6MDo6&url=%2FDell-Intel-Core-13th-Gen%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=GT9EQiDDQz&sp_cr=ZAZ
Amazon,2022,"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver",94990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfbXRmOjMwMDM5Mjk2MzMyNzUzMjo6MDo6&url=%2F2022-Apple-MacBook-Laptop-chip%2Fdp%2FB0DLHWMPQL%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=FhRFsq8vq2&sp_cr=ZAZ
Amazon,HP,"HP 15, 13th Gen Intel Core i5-1334U, (16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge, FHD, 15.6''/39.6cm, Win11, M365 Basic(1yr)* Office24, Silver, 1.59kg, fd0577TU, Iris Xe, FHD Camera w/Shutter Laptop",51990,https://www.amazon.in/HP-i5-1334U-Anti-Glare-Micro-Edge-fd0577TU/dp/B0F4R6H3NB/ref=sr_1_13?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-13
Amazon,Acer,"Acer Aspire Lite, Intel Core i5 13th Gen - 1334U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, MS Office, Steel Gray, 1.59 KG, AL15-53, Metal Body, Thin and Light Premium Laptop",40490,https://www.amazon.in/Acer-i5-1334U-39-62cm-Windows-AL15-53/dp/B0DPXBHF8H/ref=sr_1_14?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-14
Amazon,HP,"HP Professional 14 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Turbo Silver/1.4 Kg/MSO 2021",36990,https://www.amazon.in/dp/B0FVJJSYXW/ref=sr_1_15?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-15
Amazon,ASUS,"ASUS Vivobook 15, Smartchoice, AMD Ryzen 7 5825U, 16GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, M1502YA-BQ703WS, AMD Radeon iGPU, M365 Basic (1Year)*, 42Whr Laptop",41990,https://www.amazon.in/ASUS-Vivobook-Smartchoice-Windows-M1502YA-BQ703WS/dp/B0FC2LKFSC/ref=sr_1_16?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-16
Amazon,Lenovo,"Lenovo V15 G4 AMD Ryzen 5 7520U 15.6 inch FHD Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, Dolby Audio, Arctic Grey, 1 Year Onsite Brand Warranty",34299,https://www.amazon.in/Lenovo-Graphics-5500Mhz-Windows-Warranty/dp/B0F29HNJL1/ref=sr_1_17?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-17
Amazon,Lenovo,"Lenovo V15 Intel Core i3 13th Gen (16GB RAM/512GB SSD/Windows 11 Home/Office 2024/Iron Grey) 15.6"" FHD (1920x1080) Antiglare 250 Nits Thin & Light Laptop/1Y Onsite/1.65 kg, 83CCA08KIN",36990,https://www.amazon.in/Lenovo-Windows-1920x1080-Antiglare-83CCA08KIN/dp/B0FNS215RC/ref=sr_1_18?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-18
Amazon,ULTIMUS,ULTIMUS APEX Laptop Intel Celeron Dual Core 8 GB LPDDR4 512 GB SSD Expandable~1TB 14.1 FHD IPS Laptop Anti-Glare Ultra Thin Bezel 180° Hinge 3.0x3 USB HDMI SD Card Slot Win 11 Home 1.25KG Silver,16870,https://www.amazon.in/ULTIMUS-Laptop-Celeron-Expandable-1TB-Anti-Glare/dp/B0F5WTFC3D/ref=sr_1_19?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-19
Amazon,Lenovo,"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",25979,https://www.amazon.in/Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_20?dib=eyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU&dib_tag=se&keywords=laptops&qid=1761027950&sr=8-20
Amazon,Apple,"Apple 2024 MacBook Pro Laptop with M4 chip with 10‑core CPU and 10‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 14GB Unified Memory, 1TB SSD Storage; Space Black",201990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfYnRmOjMwMDM5Mjk2MzMyNjQzMjo6MDo6&url=%2FApple-2024-MacBook-Laptop-10%25E2%2580%2591core%2Fdp%2FB0DLJ82ZMT%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=oQS4QU8hBn&sp_cr=ZAZ
Amazon,Apple,"Apple 2025 MacBook Air (15-inch, Apple M4 chip with 10-core CPU and 10-core GPU, 24GB Unified Memory, 512GB) - Starlight",159990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Mjc2NDE2NjU0MjYyODEyOjE3NjEwMjc5NTA6c3BfYnRmOjMwMDQ5OTQ1MzM0ODgzMjo6MDo6&url=%2FApple-MacBook-15-inch-10-core-Unified%2Fdp%2FB0DZDVCYN2%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.TCRUpO2lJOJIhqSsUmnz58l5-Etz7V1-nv67schrJeUpININMkYNPRFoDTVeWHPbstgSEyFjeXcYSyUcJLxSYQD6g9xZEZguEdpGi4uT4TkiFpCIqtstiS31uNMjIx3G1T8qCeaK-3wtdvuYvU-D-uLHoQekObP2D9I25ydpNnQf3TfdrK6aOz5NVbJJwv3hCVAJgT0dJ9w5JR5rCHViVeG93o2qwmYZrRhVn0YFkAo.1BzC2lmKffVHAMo1T655ftbxx86p5ApEnC_u4MNxDDU%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027950%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=TfQdvPzMd0&sp_cr=ZAZ
