Source,Brand,Product Name,Price (INR),Product Link
Amazon,Dell,"Dell Inspiron 3535, Windows 11 Home, AMD Ryzen 3 7320U Processor, (8GB RAM/512GB SSD/Window 11/Ms Office' 21/15.6""(39.62 Cm) FHD Display/15 Month Mcafee/Carbon Black/1.67Kg Thin & Light Laptop",28990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODEzMTg4NTgzNzM0MTczOjE3NjEwMjc5NjA6c3BfYXRmX25leHQ6MzAwNzIzNjgwMTMwMzMyOjowOjo&url=%2FDell-Inspiron-3535-Windows-Processor%2Fdp%2FB0DG5CY2Y2%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027960%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=8lmGrJDGAv&sp_cr=ZAZ
Amazon,Apple,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Sky Blue",96990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODEzMTg4NTgzNzM0MTczOjE3NjEwMjc5NjA6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3NDMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDDQ429%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027960%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=zsKjVxuqwq&sp_cr=ZAZ
Amazon,Dell,"Dell Vostro, Intel Core i3 13th Gen - 1305U, 16GB DDR4 RAM, 512GB, FHD 15.6""/39.6 cm, Windows 11, Office H&S 2024, Carbon Grey, 1.66Kg, 120Hz 250 nits Narrow Border Display, Intel UHD Graphics Laptop",34990,https://www.amazon.in/Dell-Vostro-Intel-Core-13th/dp/B0FG2RJ9NC/ref=sr_1_19?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-19
Amazon,ASUS,"ASUS TUF A15 (2025), AMD Ryzen 7 7445HS, Gaming Laptop(RTX 3050,75W TGP,16GB DDR5(Upgradeable Upto 64GB )512GB SSD,FHD,15.6"",144Hz,RGB Keyboard,48Whrs,Windows 11,Graphite Black,2.3 Kg) FA506NCG-HN199W",61990,https://www.amazon.in/ASUS-Upgradeable-Keyboard-Graphite-FA506NCG-HN199W/dp/B0FM3C4L2F/ref=sr_1_20?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-20
Amazon,HP,"HP Smartchoice Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050, 16GB DDR4(Upgradeable) 512GB SSD, 144Hz, 300nits, FHD, 15.6’’/39.6cm, Win11, Office24, Blue, 2.29kg, fa2190/fa2191tx Gaming Laptop",62990,https://www.amazon.in/HP-Smartchoice-i5-13420H-Upgradeable-fa2190TX/dp/B0F6CVT23B/ref=sr_1_21?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-21
Amazon,ASUS,"ASUS Vivobook 15, Smartchoice,Intel Core i5 13th Gen 13420H,16GB RAM, 512GB SSD, FHD 15.6"",Windows 11, Office Home 2024, Quiet Blue, 1.70 kg, X1502VA-BQ836WS,Intel UHD iGPU, M365 Basic (1Year)* Laptop",48990,https://www.amazon.in/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ836WS/dp/B0DTYKLHYC/ref=sr_1_22?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-22
Amazon,HP,"HP 14 245 G10 (2025), AMD Ryzen 5 7520U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/14.0"" HD Display/Ash Grey/1.36 kg MS Office 2021",28990,https://www.amazon.in/HP-14-Ryzen-7520U-Quad/dp/B0F6V25PSC/ref=sr_1_23?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-23
Amazon,MSI,"MSI Modern 15,AMD 7th Gen. Ryzen 5 7430U,40CM FHD 60Hz Thin & Light Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Office 2021/AMD Radeon/Classic Black/1.75Kg) B7M-445IN",36990,https://www.amazon.in/MSI-Modern-Windows-Classic-B7M-445IN/dp/B0BW5QPBGW/ref=sr_1_24?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-24
Amazon,ASUS,"ASUS Vivobook Go 15, AMD Ryzen 3 7320U Thin & Light Laptop(AMD Radeon iGPU/8GB RAM/512GB SSD/FHD/15.6""/60Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mixed Black/1.63 Kg) E1504FA-NJ130WS",28590,https://www.amazon.in/ASUS-Vivobook-Laptop-Windows-E1504FA-NJ130WS/dp/B0FB981B85/ref=sr_1_25?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-25
Amazon,HP,HP 255 Athlon 4 GB/ 256 GB SSD/DOS,22387,https://www.amazon.in/HP-%E2%80%8E%E2%80%8ELaptop-Athlon-Silver-Windows/dp/B0DV984J97/ref=sr_1_26?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-26
Amazon,Dell,"Dell 15 Intel Core i5 13th Gen - 1334U, 16GB DDR4 RAM, 512GB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'21, Grey, 1.66kg, 120Hz 250 nits Display, 15 Month McAfee, Thin & Light Laptop",49990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODEzMTg4NTgzNzM0MTczOjE3NjEwMjc5NjA6c3BfbXRmOjMwMDI3ODQwODY1MjIzMjo6MDo6&url=%2FDell-Intel-Core-13th-Gen%2Fdp%2FB0D2Y1BLDT%2Fref%3Dsr_1_27_sspa%3Fdib%3DeyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027960%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=GT9EQiDDQz&sp_cr=ZAZ
Amazon,2022,"2022 Apple MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 16GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Silver",94990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODEzMTg4NTgzNzM0MTczOjE3NjEwMjc5NjA6c3BfbXRmOjMwMDM5Mjk2MzMyNzUzMjo6MDo6&url=%2F2022-Apple-MacBook-Laptop-chip%2Fdp%2FB0DLHWMPQL%2Fref%3Dsr_1_28_sspa%3Fdib%3DeyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027960%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=FhRFsq8vq2&sp_cr=ZAZ
Amazon,Lenovo,"Lenovo {SmartChoice)Chromebook Intel Celeron N4500 (4GB RAM/64GB eMMC 5.1/11.6 Inch (29.46cm)/HD Display/2Wx2 Stereo Speakers/HD Camera/Chrome OS/Blue/1.21Kg), 82UY0014HA",11990,https://www.amazon.in/Lenovo-SmartChoice-Chromebook-Speakers-82UY0014HA/dp/B0F2TMZJ24/ref=sr_1_29?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-29
Amazon,Lenovo,"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",61990,https://www.amazon.in/Lenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN/dp/B0F2162VGQ/ref=sr_1_30?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-30
Amazon,ASUS,"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.7Kg, X1504VA-BQ331WS, Intel UHD iGPU, Thin & Light, 42Whrs Laptop",33990,https://www.amazon.in/ASUS-Vivobook-Windows-Office-X1504VA-BQ331WS/dp/B0FKBMW1BP/ref=sr_1_31?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-31
Amazon,Lenovo,"Lenovo ThinkBook 16 AMD Ryzen 7 7735HS (16GB RAM/512GB SSD/Windows 11 Home/Backlit Keyboard/Fingerprint) 16"" WUXGA IPS 300 Nits Thin & Light Laptop/1Y Warranty/Aluminium Top/1.7kg, 21MWA0AUIN",48990,https://www.amazon.in/Lenovo-ThinkBook-Fingerprint-Aluminium-21MWA0AUIN/dp/B0FD8TSZQC/ref=sr_1_32?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-32
Amazon,HP,"HP 15, 13th Gen Intel Core i7-1355U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, 15.6’’/39.6cm, Win11, M365(1yr)* Office 24, Silver, 1.59kg, Iris Xe, FHD Camera w/Shutter, Backlit Laptop fd0468tu/fd0515tu",63990,https://www.amazon.in/HP-i7-1355U-Anti-Glare-fd0468tu-fd0515tu/dp/B0DTTS34NW/ref=sr_1_33?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-33
Amazon,Acer,"Acer SmartChoice ALG, 13th Gen Intel Core i5-13420H, NVIDIA GeForce RTX 3050-6GB DDR6, 16GB RAM, 512GB SSD, FHD 15.6""/39.62 cm, 144Hz, Windows 11 Home, Steel Gray, 1.99 KG, AL15G-53,Gaming Laptop",55990,https://www.amazon.in/SmartChoice-i5-13420H-GeForce-3050-6GB-AL15G-53/dp/B0DXVGVNKN/ref=sr_1_34?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-34
Amazon,Lenovo,"Lenovo IdeaPad Slim 3, 12th Gen Intel Core i5-12450H (16GB LPDDR5, 512GB SSD), Anti-glare, FHD 15.6""(39.6cm), Win 11, Office Home 2024, Arctic Grey, 1.62Kg, 83ER00MDIN, Thin & Light, Backlit KB Laptop",45460,https://www.amazon.in/Lenovo-IdeaPad-i5-12450H-Anti-glare-83ER00MDIN/dp/B0FH71SN5N/ref=sr_1_35?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-35
Amazon,ASUS,"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 8GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.7Kg, X1504VA-NJ3320WS, Intel UHD iGPU, M365 Basic (1Year)* Laptop",32750,https://www.amazon.in/ASUS-Vivobook-Windows-Office-X1504VA-NJ3320WS/dp/B0FN9HRLXJ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4&dib_tag=se&keywords=laptops&qid=1761027960&sr=8-36
Amazon,Dell,"Dell 15DC15250, Intel Core i5 13th Gen - 1334U, 16GB RAM, 1TB SSD, FHD 15.6""/39.62 cm, Windows 11, MSO'24, Silver, 1.62kg, Backlit Keyboard, 15 Month McAfee, Thin & Light Laptop",54990,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3ODEzMTg4NTgzNzM0MTczOjE3NjEwMjc5NjA6c3BfYnRmOjMwMDUxMTcyNDkzOTAzMjo6MDo6&url=%2FDell-Inspiron-3530-i5-1334U-Keyboard%2Fdp%2FB0DSFQZTVW%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.76ILhTFBh55wgQqGcYj00BzTMyJMGn3Kp045qe4sXPqt68aSH2oG3Sf78N7zHTtbzkgQU2-w8LI-udlutjAZFl665izs8Y-Q9GZY1cwj57uMgCHY6N4WOmRF0nGg2LLM39h8NjF06chM64OFP2O-qmtzyPscju-iBgm7CXYFqIv2o9cqgCPDvPiPJYmmZqvb0j3jUoBN5_eI0UG2_fyEKR__SfxSPBVLFes_lnSQBOc.QBDUNbf7y7i1GwmzwNID0HE-Ub6hxPpnpMoMTm2FDB4%26dib_tag%3Dse%26keywords%3Dlaptops%26qid%3D1761027960%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=hblGNX1gro&sp_cr=ZAZ
